2025-07-21 15:12:21,937 - src.trackrealties.api.main - INFO - Starting up TrackRealties AI API...
2025-07-21 15:12:26,677 - src.trackrealties.core.database - INFO - Database connection pool initialized
2025-07-21 15:12:27,346 - src.trackrealties.core.database - INFO - Database connection successful.
2025-07-21 15:12:27,346 - src.trackrealties.core.graph - INFO - Neo4j driver initialized.
2025-07-21 15:12:27,347 - src.trackrealties.core.graph - INFO - Testing Neo4j connection...
2025-07-21 15:12:29,838 - src.trackrealties.core.graph - INFO - Neo4j connection test successful.
2025-07-21 15:12:29,838 - src.trackrealties.api.main - INFO - TrackRealties AI API startup complete.
2025-07-21 15:12:50,448 - src.trackrealties.api.main - INFO - Shutting down TrackRealties AI API...
2025-07-21 15:12:50,672 - src.trackrealties.core.database - INFO - Database connection pool closed
2025-07-21 15:12:50,806 - src.trackrealties.core.graph - INFO - Neo4j driver closed.
2025-07-21 15:12:50,807 - src.trackrealties.api.main - INFO - Connections closed.
2025-07-21 15:12:56,115 - src.trackrealties.api.main - INFO - Starting up TrackRealties AI API...
2025-07-21 15:12:59,013 - src.trackrealties.core.database - INFO - Database connection pool initialized
2025-07-21 15:12:59,705 - src.trackrealties.core.database - INFO - Database connection successful.
2025-07-21 15:12:59,706 - src.trackrealties.core.graph - INFO - Neo4j driver initialized.
2025-07-21 15:12:59,706 - src.trackrealties.core.graph - INFO - Testing Neo4j connection...
2025-07-21 15:13:02,038 - src.trackrealties.core.graph - INFO - Neo4j connection test successful.
2025-07-21 15:13:02,039 - src.trackrealties.api.main - INFO - TrackRealties AI API startup complete.
2025-07-21 15:13:20,362 - src.trackrealties.api.main - INFO - Shutting down TrackRealties AI API...
2025-07-21 15:13:20,625 - src.trackrealties.core.database - INFO - Database connection pool closed
2025-07-21 15:13:20,778 - src.trackrealties.core.graph - INFO - Neo4j driver closed.
2025-07-21 15:13:20,778 - src.trackrealties.api.main - INFO - Connections closed.
2025-07-21 15:13:24,088 - src.trackrealties.api.main - INFO - Starting up TrackRealties AI API...
2025-07-21 15:13:29,111 - src.trackrealties.core.database - INFO - Database connection pool initialized
2025-07-21 15:13:30,512 - src.trackrealties.core.database - INFO - Database connection successful.
2025-07-21 15:13:30,512 - src.trackrealties.core.graph - INFO - Neo4j driver initialized.
2025-07-21 15:13:30,513 - src.trackrealties.core.graph - INFO - Testing Neo4j connection...
2025-07-21 15:13:34,440 - src.trackrealties.core.graph - INFO - Neo4j connection test successful.
2025-07-21 15:13:34,440 - src.trackrealties.api.main - INFO - TrackRealties AI API startup complete.
2025-07-21 15:13:45,559 - src.trackrealties.api.main - INFO - Shutting down TrackRealties AI API...
2025-07-21 15:13:45,785 - src.trackrealties.core.database - INFO - Database connection pool closed
2025-07-21 15:13:45,915 - src.trackrealties.core.graph - INFO - Neo4j driver closed.
2025-07-21 15:13:45,916 - src.trackrealties.api.main - INFO - Connections closed.
2025-07-21 15:13:49,168 - src.trackrealties.api.main - INFO - Starting up TrackRealties AI API...
2025-07-21 15:13:52,352 - src.trackrealties.core.database - INFO - Database connection pool initialized
2025-07-21 15:13:53,054 - src.trackrealties.core.database - INFO - Database connection successful.
2025-07-21 15:13:53,055 - src.trackrealties.core.graph - INFO - Neo4j driver initialized.
2025-07-21 15:13:53,055 - src.trackrealties.core.graph - INFO - Testing Neo4j connection...
2025-07-21 15:13:55,316 - src.trackrealties.core.graph - INFO - Neo4j connection test successful.
2025-07-21 15:13:55,317 - src.trackrealties.api.main - INFO - TrackRealties AI API startup complete.
2025-07-21 15:13:56,281 - src.trackrealties.agents.context - INFO - Initialized ContextManager
2025-07-21 15:13:56,910 - src.trackrealties.agents.context - INFO - Created new context for session 20be11fb-e457-4f6b-873e-31746c0b9f51
2025-07-21 15:13:56,910 - src.trackrealties.rag.entity_extractor - INFO - Entity extractor initialized.
2025-07-21 15:13:56,911 - src.trackrealties.rag.entity_extractor - INFO - Extracting entities from: Hello, agent!
2025-07-21 15:13:56,911 - src.trackrealties.rag.pipeline - INFO - Extracted entities: [{'name': 'Los Angeles County, CA', 'type': 'LOCATION'}, {'name': 'Dallas, TX', 'type': 'LOCATION'}]
2025-07-21 15:13:56,911 - src.trackrealties.rag.pipeline - INFO - Search filters: {}
2025-07-21 15:13:57,336 - src.trackrealties.rag.embedders - INFO - Initialized OpenAI embedder with model: text-embedding-3-small
2025-07-21 15:13:57,337 - src.trackrealties.rag.search - INFO - Vector search initialized
2025-07-21 15:13:57,338 - src.trackrealties.core.graph - INFO - Neo4j driver initialized.
2025-07-21 15:13:57,338 - src.trackrealties.rag.entity_extractor - INFO - Entity extractor initialized.
2025-07-21 15:13:57,338 - src.trackrealties.rag.search - INFO - Graph search initialized
2025-07-21 15:13:57,338 - src.trackrealties.rag.search - INFO - Hybrid search initialized
2025-07-21 15:13:57,644 - src.trackrealties.rag.entity_extractor - INFO - Extracting entities from: Hello, agent!
2025-07-21 15:13:58,571 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
